,status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,class
421,b'A12',12.0,b'A32',b'A41',2028.0,b'A65',b'A73',4.0,b'A93',b'A101',2.0,b'A123',30.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
422,b'A12',12.0,b'A34',b'A40',958.0,b'A61',b'A74',2.0,b'A93',b'A101',3.0,b'A121',47.0,b'A143',b'A152',2.0,b'A172',2.0,b'A191',b'A201',1
423,b'A14',21.0,b'A33',b'A42',1591.0,b'A62',b'A74',4.0,b'A93',b'A101',3.0,b'A121',34.0,b'A143',b'A152',2.0,b'A174',1.0,b'A191',b'A201',1
424,b'A12',12.0,b'A32',b'A42',2762.0,b'A65',b'A75',1.0,b'A92',b'A101',2.0,b'A122',25.0,b'A141',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
425,b'A12',18.0,b'A32',b'A41',2779.0,b'A61',b'A73',1.0,b'A94',b'A101',3.0,b'A123',21.0,b'A143',b'A151',1.0,b'A173',1.0,b'A192',b'A201',1
426,b'A14',28.0,b'A34',b'A43',2743.0,b'A61',b'A75',4.0,b'A93',b'A101',2.0,b'A123',29.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
427,b'A14',18.0,b'A34',b'A43',1149.0,b'A64',b'A73',4.0,b'A93',b'A101',3.0,b'A121',46.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
428,b'A14',9.0,b'A32',b'A42',1313.0,b'A61',b'A75',1.0,b'A93',b'A101',4.0,b'A123',20.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
429,b'A11',18.0,b'A34',b'A45',1190.0,b'A61',b'A71',2.0,b'A92',b'A101',4.0,b'A124',55.0,b'A143',b'A153',3.0,b'A171',2.0,b'A191',b'A201',2
430,b'A14',5.0,b'A32',b'A49',3448.0,b'A61',b'A74',1.0,b'A93',b'A101',4.0,b'A121',74.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
431,b'A12',24.0,b'A32',b'A41',11328.0,b'A61',b'A73',2.0,b'A93',b'A102',3.0,b'A123',29.0,b'A141',b'A152',2.0,b'A174',1.0,b'A192',b'A201',2
432,b'A11',6.0,b'A34',b'A42',1872.0,b'A61',b'A71',4.0,b'A93',b'A101',4.0,b'A124',36.0,b'A143',b'A153',3.0,b'A174',1.0,b'A192',b'A201',1
433,b'A14',24.0,b'A34',b'A45',2058.0,b'A61',b'A73',4.0,b'A91',b'A101',2.0,b'A121',33.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
434,b'A11',9.0,b'A32',b'A42',2136.0,b'A61',b'A73',3.0,b'A93',b'A101',2.0,b'A121',25.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
435,b'A12',12.0,b'A32',b'A43',1484.0,b'A65',b'A73',2.0,b'A94',b'A101',1.0,b'A121',25.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
436,b'A14',6.0,b'A32',b'A45',660.0,b'A63',b'A74',2.0,b'A94',b'A101',4.0,b'A121',23.0,b'A143',b'A151',1.0,b'A172',1.0,b'A191',b'A201',1
437,b'A14',24.0,b'A34',b'A40',1287.0,b'A64',b'A75',4.0,b'A92',b'A101',4.0,b'A121',37.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
438,b'A11',42.0,b'A34',b'A45',3394.0,b'A61',b'A71',4.0,b'A93',b'A102',4.0,b'A123',65.0,b'A143',b'A152',2.0,b'A171',1.0,b'A191',b'A201',1
439,b'A13',12.0,b'A31',b'A49',609.0,b'A61',b'A72',4.0,b'A92',b'A101',1.0,b'A121',26.0,b'A143',b'A152',1.0,b'A171',1.0,b'A191',b'A201',2
440,b'A14',12.0,b'A32',b'A40',1884.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',39.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
441,b'A11',12.0,b'A32',b'A42',1620.0,b'A61',b'A73',2.0,b'A92',b'A102',3.0,b'A122',30.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
442,b'A12',20.0,b'A33',b'A41',2629.0,b'A61',b'A73',2.0,b'A93',b'A101',3.0,b'A123',29.0,b'A141',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
443,b'A14',12.0,b'A32',b'A46',719.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',41.0,b'A141',b'A152',1.0,b'A172',2.0,b'A191',b'A201',2
444,b'A12',48.0,b'A34',b'A42',5096.0,b'A61',b'A73',2.0,b'A92',b'A101',3.0,b'A123',30.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',2
445,b'A14',9.0,b'A34',b'A46',1244.0,b'A65',b'A75',4.0,b'A92',b'A101',4.0,b'A122',41.0,b'A143',b'A151',2.0,b'A172',1.0,b'A191',b'A201',1
446,b'A11',36.0,b'A32',b'A40',1842.0,b'A61',b'A72',4.0,b'A92',b'A101',4.0,b'A123',34.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
447,b'A12',7.0,b'A32',b'A43',2576.0,b'A61',b'A73',2.0,b'A93',b'A103',2.0,b'A121',35.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
448,b'A13',12.0,b'A32',b'A42',1424.0,b'A65',b'A75',3.0,b'A92',b'A101',4.0,b'A121',55.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
449,b'A12',15.0,b'A33',b'A45',1512.0,b'A64',b'A73',3.0,b'A94',b'A101',3.0,b'A122',61.0,b'A142',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
450,b'A14',36.0,b'A34',b'A41',11054.0,b'A65',b'A73',4.0,b'A93',b'A101',2.0,b'A123',30.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
451,b'A14',6.0,b'A32',b'A43',518.0,b'A61',b'A73',3.0,b'A92',b'A101',1.0,b'A121',29.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
452,b'A14',12.0,b'A30',b'A42',2759.0,b'A61',b'A75',2.0,b'A93',b'A101',4.0,b'A122',34.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
453,b'A14',24.0,b'A32',b'A41',2670.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',35.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
454,b'A11',24.0,b'A32',b'A40',4817.0,b'A61',b'A74',2.0,b'A93',b'A102',3.0,b'A122',31.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
455,b'A14',24.0,b'A32',b'A41',2679.0,b'A61',b'A72',4.0,b'A92',b'A101',1.0,b'A124',29.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
456,b'A11',11.0,b'A34',b'A40',3905.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A121',36.0,b'A143',b'A151',2.0,b'A173',2.0,b'A191',b'A201',1
457,b'A11',12.0,b'A32',b'A41',3386.0,b'A61',b'A75',3.0,b'A93',b'A101',4.0,b'A124',35.0,b'A143',b'A153',1.0,b'A173',1.0,b'A192',b'A201',2
458,b'A11',6.0,b'A32',b'A44',343.0,b'A61',b'A72',4.0,b'A92',b'A101',1.0,b'A121',27.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
459,b'A14',18.0,b'A32',b'A43',4594.0,b'A61',b'A72',3.0,b'A93',b'A101',2.0,b'A123',32.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
460,b'A11',36.0,b'A32',b'A42',3620.0,b'A61',b'A73',1.0,b'A93',b'A103',2.0,b'A122',37.0,b'A143',b'A152',1.0,b'A173',2.0,b'A191',b'A201',1
461,b'A11',15.0,b'A32',b'A40',1721.0,b'A61',b'A72',2.0,b'A93',b'A101',3.0,b'A121',36.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
462,b'A12',12.0,b'A32',b'A42',3017.0,b'A61',b'A72',3.0,b'A92',b'A101',1.0,b'A121',34.0,b'A143',b'A151',1.0,b'A174',1.0,b'A191',b'A201',1
463,b'A12',12.0,b'A32',b'A48',754.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A122',38.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
464,b'A14',18.0,b'A32',b'A49',1950.0,b'A61',b'A74',4.0,b'A93',b'A101',1.0,b'A123',34.0,b'A142',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
465,b'A11',24.0,b'A32',b'A41',2924.0,b'A61',b'A73',3.0,b'A93',b'A103',4.0,b'A124',63.0,b'A141',b'A152',1.0,b'A173',2.0,b'A192',b'A201',1
466,b'A11',24.0,b'A33',b'A43',1659.0,b'A61',b'A72',4.0,b'A92',b'A101',2.0,b'A123',29.0,b'A143',b'A151',1.0,b'A172',1.0,b'A192',b'A201',2
467,b'A14',48.0,b'A33',b'A43',7238.0,b'A65',b'A75',3.0,b'A93',b'A101',3.0,b'A123',32.0,b'A141',b'A152',2.0,b'A173',2.0,b'A191',b'A201',1
468,b'A14',33.0,b'A33',b'A49',2764.0,b'A61',b'A73',2.0,b'A92',b'A101',2.0,b'A123',26.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
469,b'A14',24.0,b'A33',b'A41',4679.0,b'A61',b'A74',3.0,b'A93',b'A101',3.0,b'A123',35.0,b'A143',b'A152',2.0,b'A172',1.0,b'A192',b'A201',1
470,b'A12',24.0,b'A32',b'A43',3092.0,b'A62',b'A72',3.0,b'A94',b'A101',2.0,b'A123',22.0,b'A143',b'A151',1.0,b'A173',1.0,b'A192',b'A201',2
471,b'A11',6.0,b'A32',b'A46',448.0,b'A61',b'A72',4.0,b'A92',b'A101',4.0,b'A122',23.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
472,b'A11',9.0,b'A32',b'A40',654.0,b'A61',b'A73',4.0,b'A93',b'A101',3.0,b'A123',28.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
473,b'A14',6.0,b'A32',b'A48',1238.0,b'A65',b'A71',4.0,b'A93',b'A101',4.0,b'A122',36.0,b'A143',b'A152',1.0,b'A174',2.0,b'A192',b'A201',1
474,b'A12',18.0,b'A34',b'A43',1245.0,b'A61',b'A73',4.0,b'A94',b'A101',2.0,b'A123',33.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
475,b'A11',18.0,b'A30',b'A42',3114.0,b'A61',b'A72',1.0,b'A92',b'A101',4.0,b'A122',26.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
476,b'A14',39.0,b'A32',b'A41',2569.0,b'A63',b'A73',4.0,b'A93',b'A101',4.0,b'A123',24.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
477,b'A13',24.0,b'A32',b'A43',5152.0,b'A61',b'A74',4.0,b'A93',b'A101',2.0,b'A123',25.0,b'A141',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
478,b'A12',12.0,b'A32',b'A49',1037.0,b'A62',b'A74',3.0,b'A93',b'A101',4.0,b'A121',39.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
479,b'A11',15.0,b'A34',b'A42',1478.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',44.0,b'A143',b'A152',2.0,b'A173',2.0,b'A192',b'A201',1
480,b'A12',12.0,b'A34',b'A43',3573.0,b'A61',b'A73',1.0,b'A92',b'A101',1.0,b'A121',23.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
481,b'A12',24.0,b'A32',b'A40',1201.0,b'A61',b'A72',4.0,b'A93',b'A101',1.0,b'A122',26.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
482,b'A11',30.0,b'A32',b'A42',3622.0,b'A64',b'A75',4.0,b'A92',b'A101',4.0,b'A122',57.0,b'A143',b'A151',2.0,b'A173',1.0,b'A192',b'A201',1
483,b'A14',15.0,b'A33',b'A42',960.0,b'A64',b'A74',3.0,b'A92',b'A101',2.0,b'A122',30.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
484,b'A14',12.0,b'A34',b'A40',1163.0,b'A63',b'A73',4.0,b'A93',b'A101',4.0,b'A121',44.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
485,b'A12',6.0,b'A33',b'A40',1209.0,b'A61',b'A71',4.0,b'A93',b'A101',4.0,b'A122',47.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',2
486,b'A14',12.0,b'A32',b'A43',3077.0,b'A61',b'A73',2.0,b'A93',b'A101',4.0,b'A123',52.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
487,b'A14',24.0,b'A32',b'A40',3757.0,b'A61',b'A75',4.0,b'A92',b'A102',4.0,b'A124',62.0,b'A143',b'A153',1.0,b'A173',1.0,b'A192',b'A201',1
488,b'A14',10.0,b'A32',b'A40',1418.0,b'A62',b'A73',3.0,b'A93',b'A101',2.0,b'A121',35.0,b'A143',b'A151',1.0,b'A172',1.0,b'A191',b'A202',1
489,b'A14',6.0,b'A32',b'A40',3518.0,b'A61',b'A73',2.0,b'A93',b'A103',3.0,b'A122',26.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
490,b'A14',12.0,b'A34',b'A43',1934.0,b'A61',b'A75',2.0,b'A93',b'A101',2.0,b'A124',26.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
491,b'A12',27.0,b'A30',b'A49',8318.0,b'A61',b'A75',2.0,b'A92',b'A101',4.0,b'A124',42.0,b'A143',b'A153',2.0,b'A174',1.0,b'A192',b'A201',2
492,b'A14',6.0,b'A34',b'A43',1237.0,b'A62',b'A73',1.0,b'A92',b'A101',1.0,b'A122',27.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
493,b'A12',6.0,b'A32',b'A43',368.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A122',38.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
494,b'A11',12.0,b'A34',b'A40',2122.0,b'A61',b'A73',3.0,b'A93',b'A101',2.0,b'A121',39.0,b'A143',b'A151',2.0,b'A172',2.0,b'A191',b'A202',1
495,b'A11',24.0,b'A32',b'A42',2996.0,b'A65',b'A73',2.0,b'A94',b'A101',4.0,b'A123',20.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
496,b'A12',36.0,b'A32',b'A42',9034.0,b'A62',b'A72',4.0,b'A93',b'A102',1.0,b'A124',29.0,b'A143',b'A151',1.0,b'A174',1.0,b'A192',b'A201',2
497,b'A14',24.0,b'A34',b'A42',1585.0,b'A61',b'A74',4.0,b'A93',b'A101',3.0,b'A122',40.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
498,b'A12',18.0,b'A32',b'A43',1301.0,b'A61',b'A75',4.0,b'A94',b'A103',2.0,b'A121',32.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
499,b'A13',6.0,b'A34',b'A40',1323.0,b'A62',b'A75',2.0,b'A91',b'A101',4.0,b'A123',28.0,b'A143',b'A152',2.0,b'A173',2.0,b'A192',b'A201',1
500,b'A11',24.0,b'A32',b'A40',3123.0,b'A61',b'A72',4.0,b'A92',b'A101',1.0,b'A122',27.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
501,b'A11',36.0,b'A32',b'A41',5493.0,b'A61',b'A75',2.0,b'A93',b'A101',4.0,b'A124',42.0,b'A143',b'A153',1.0,b'A173',2.0,b'A191',b'A201',1
502,b'A13',9.0,b'A32',b'A43',1126.0,b'A62',b'A75',2.0,b'A91',b'A101',4.0,b'A121',49.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
503,b'A12',24.0,b'A34',b'A43',1216.0,b'A62',b'A72',4.0,b'A93',b'A101',4.0,b'A124',38.0,b'A141',b'A152',2.0,b'A173',2.0,b'A191',b'A201',2
504,b'A11',24.0,b'A32',b'A40',1207.0,b'A61',b'A72',4.0,b'A92',b'A101',4.0,b'A122',24.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
505,b'A14',10.0,b'A32',b'A40',1309.0,b'A65',b'A73',4.0,b'A93',b'A103',4.0,b'A122',27.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
506,b'A13',15.0,b'A34',b'A41',2360.0,b'A63',b'A73',2.0,b'A93',b'A101',2.0,b'A123',36.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
507,b'A12',15.0,b'A31',b'A40',6850.0,b'A62',b'A71',1.0,b'A93',b'A101',2.0,b'A122',34.0,b'A143',b'A152',1.0,b'A174',2.0,b'A192',b'A201',2
508,b'A14',24.0,b'A32',b'A43',1413.0,b'A61',b'A73',4.0,b'A94',b'A101',2.0,b'A122',28.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
509,b'A14',39.0,b'A32',b'A41',8588.0,b'A62',b'A75',4.0,b'A93',b'A101',2.0,b'A123',45.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
510,b'A11',12.0,b'A32',b'A40',759.0,b'A61',b'A74',4.0,b'A93',b'A101',2.0,b'A121',26.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
511,b'A14',36.0,b'A32',b'A41',4686.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A124',32.0,b'A143',b'A153',1.0,b'A174',1.0,b'A192',b'A201',1
512,b'A13',15.0,b'A32',b'A49',2687.0,b'A61',b'A74',2.0,b'A93',b'A101',4.0,b'A122',26.0,b'A143',b'A151',1.0,b'A173',1.0,b'A192',b'A201',1
513,b'A12',12.0,b'A33',b'A43',585.0,b'A61',b'A73',4.0,b'A94',b'A102',4.0,b'A121',20.0,b'A143',b'A151',2.0,b'A173',1.0,b'A191',b'A201',1
514,b'A14',24.0,b'A32',b'A40',2255.0,b'A65',b'A72',4.0,b'A93',b'A101',1.0,b'A122',54.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
515,b'A11',6.0,b'A34',b'A40',609.0,b'A61',b'A74',4.0,b'A92',b'A101',3.0,b'A122',37.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A202',1
516,b'A11',6.0,b'A34',b'A40',1361.0,b'A61',b'A72',2.0,b'A93',b'A101',4.0,b'A121',40.0,b'A143',b'A152',1.0,b'A172',2.0,b'A191',b'A202',1
517,b'A14',36.0,b'A34',b'A42',7127.0,b'A61',b'A72',2.0,b'A92',b'A101',4.0,b'A122',23.0,b'A143',b'A151',2.0,b'A173',1.0,b'A192',b'A201',2
518,b'A11',6.0,b'A32',b'A40',1203.0,b'A62',b'A75',3.0,b'A93',b'A101',2.0,b'A122',43.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
519,b'A14',6.0,b'A34',b'A43',700.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A124',36.0,b'A143',b'A153',2.0,b'A173',1.0,b'A191',b'A201',1
520,b'A14',24.0,b'A34',b'A45',5507.0,b'A61',b'A75',3.0,b'A93',b'A101',4.0,b'A124',44.0,b'A143',b'A153',2.0,b'A173',1.0,b'A191',b'A201',1
521,b'A11',18.0,b'A32',b'A43',3190.0,b'A61',b'A73',2.0,b'A92',b'A101',2.0,b'A121',24.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
522,b'A11',48.0,b'A30',b'A42',7119.0,b'A61',b'A73',3.0,b'A93',b'A101',4.0,b'A124',53.0,b'A143',b'A153',2.0,b'A173',2.0,b'A191',b'A201',2
523,b'A14',24.0,b'A32',b'A41',3488.0,b'A62',b'A74',3.0,b'A92',b'A101',4.0,b'A123',23.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
524,b'A12',18.0,b'A32',b'A43',1113.0,b'A61',b'A73',4.0,b'A92',b'A103',4.0,b'A121',26.0,b'A143',b'A152',1.0,b'A172',2.0,b'A191',b'A201',1
525,b'A12',26.0,b'A32',b'A41',7966.0,b'A61',b'A72',2.0,b'A93',b'A101',3.0,b'A123',30.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
526,b'A14',15.0,b'A34',b'A46',1532.0,b'A62',b'A73',4.0,b'A92',b'A101',3.0,b'A123',31.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
527,b'A14',4.0,b'A34',b'A43',1503.0,b'A61',b'A74',2.0,b'A93',b'A101',1.0,b'A121',42.0,b'A143',b'A152',2.0,b'A172',2.0,b'A191',b'A201',1
528,b'A11',36.0,b'A32',b'A43',2302.0,b'A61',b'A73',4.0,b'A91',b'A101',4.0,b'A123',31.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
529,b'A11',6.0,b'A32',b'A40',662.0,b'A61',b'A72',3.0,b'A93',b'A101',4.0,b'A121',41.0,b'A143',b'A152',1.0,b'A172',2.0,b'A192',b'A201',1
530,b'A12',36.0,b'A32',b'A46',2273.0,b'A61',b'A74',3.0,b'A93',b'A101',1.0,b'A123',32.0,b'A143',b'A152',2.0,b'A173',2.0,b'A191',b'A201',1
531,b'A12',15.0,b'A32',b'A40',2631.0,b'A62',b'A73',2.0,b'A92',b'A101',4.0,b'A123',28.0,b'A143',b'A151',2.0,b'A173',1.0,b'A192',b'A201',2
532,b'A14',12.0,b'A33',b'A41',1503.0,b'A61',b'A73',4.0,b'A94',b'A101',4.0,b'A121',41.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
533,b'A14',24.0,b'A32',b'A43',1311.0,b'A62',b'A74',4.0,b'A94',b'A101',3.0,b'A122',26.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
534,b'A14',24.0,b'A32',b'A43',3105.0,b'A65',b'A72',4.0,b'A93',b'A101',2.0,b'A123',25.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
535,b'A13',21.0,b'A34',b'A46',2319.0,b'A61',b'A72',2.0,b'A91',b'A101',1.0,b'A123',33.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
536,b'A11',6.0,b'A32',b'A40',1374.0,b'A65',b'A71',4.0,b'A92',b'A101',3.0,b'A122',75.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
537,b'A12',18.0,b'A34',b'A42',3612.0,b'A61',b'A75',3.0,b'A92',b'A101',4.0,b'A122',37.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
538,b'A11',48.0,b'A32',b'A40',7763.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A124',42.0,b'A141',b'A153',1.0,b'A174',1.0,b'A191',b'A201',2
539,b'A13',18.0,b'A32',b'A42',3049.0,b'A61',b'A72',1.0,b'A92',b'A101',1.0,b'A122',45.0,b'A142',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
540,b'A12',12.0,b'A32',b'A43',1534.0,b'A61',b'A72',1.0,b'A94',b'A101',1.0,b'A121',23.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
541,b'A14',24.0,b'A33',b'A40',2032.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A124',60.0,b'A143',b'A153',2.0,b'A173',1.0,b'A192',b'A201',1
542,b'A11',30.0,b'A32',b'A42',6350.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A122',31.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
543,b'A13',18.0,b'A32',b'A42',2864.0,b'A61',b'A73',2.0,b'A93',b'A101',1.0,b'A121',34.0,b'A143',b'A152',1.0,b'A172',2.0,b'A191',b'A201',2
544,b'A14',12.0,b'A34',b'A40',1255.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A121',61.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
545,b'A11',24.0,b'A33',b'A40',1333.0,b'A61',b'A71',4.0,b'A93',b'A101',2.0,b'A121',43.0,b'A143',b'A153',2.0,b'A173',2.0,b'A191',b'A201',2
546,b'A14',24.0,b'A34',b'A40',2022.0,b'A61',b'A73',4.0,b'A92',b'A101',4.0,b'A123',37.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
547,b'A14',24.0,b'A32',b'A43',1552.0,b'A61',b'A74',3.0,b'A93',b'A101',1.0,b'A123',32.0,b'A141',b'A152',1.0,b'A173',2.0,b'A191',b'A201',1
548,b'A11',12.0,b'A31',b'A43',626.0,b'A61',b'A73',4.0,b'A92',b'A101',4.0,b'A121',24.0,b'A141',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
549,b'A14',48.0,b'A34',b'A41',8858.0,b'A65',b'A74',2.0,b'A93',b'A101',1.0,b'A124',35.0,b'A143',b'A153',2.0,b'A173',1.0,b'A192',b'A201',1
550,b'A14',12.0,b'A34',b'A45',996.0,b'A65',b'A74',4.0,b'A92',b'A101',4.0,b'A121',23.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
551,b'A14',6.0,b'A31',b'A43',1750.0,b'A63',b'A75',2.0,b'A93',b'A101',4.0,b'A122',45.0,b'A141',b'A152',1.0,b'A172',2.0,b'A191',b'A201',1
552,b'A11',48.0,b'A32',b'A43',6999.0,b'A61',b'A74',1.0,b'A94',b'A103',1.0,b'A121',34.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',2
553,b'A12',12.0,b'A34',b'A40',1995.0,b'A62',b'A72',4.0,b'A93',b'A101',1.0,b'A123',27.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
554,b'A12',9.0,b'A32',b'A46',1199.0,b'A61',b'A74',4.0,b'A92',b'A101',4.0,b'A122',67.0,b'A143',b'A152',2.0,b'A174',1.0,b'A192',b'A201',1
555,b'A12',12.0,b'A32',b'A43',1331.0,b'A61',b'A72',2.0,b'A93',b'A101',1.0,b'A123',22.0,b'A142',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
556,b'A12',18.0,b'A30',b'A40',2278.0,b'A62',b'A72',3.0,b'A92',b'A101',3.0,b'A123',28.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
557,b'A14',21.0,b'A30',b'A40',5003.0,b'A65',b'A73',1.0,b'A92',b'A101',4.0,b'A122',29.0,b'A141',b'A152',2.0,b'A173',1.0,b'A192',b'A201',2
558,b'A11',24.0,b'A31',b'A42',3552.0,b'A61',b'A74',3.0,b'A93',b'A101',4.0,b'A123',27.0,b'A141',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
559,b'A12',18.0,b'A34',b'A42',1928.0,b'A61',b'A72',2.0,b'A93',b'A101',2.0,b'A121',31.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',2
560,b'A11',24.0,b'A32',b'A41',2964.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A124',49.0,b'A141',b'A153',1.0,b'A173',2.0,b'A192',b'A201',1
561,b'A11',24.0,b'A31',b'A43',1546.0,b'A61',b'A74',4.0,b'A93',b'A103',4.0,b'A123',24.0,b'A141',b'A151',1.0,b'A172',1.0,b'A191',b'A201',2
